Allied_Nations,Diplomatic_Meetings_Set,Percent_Of_Forces_Mobilized,Hostile_Nations,Active_Threats,Inactive_Threats,Citizen_Fear_Index,Closest_Threat_Distance(km),Aircraft_Carriers_Responding,Troops_Mobilized(thousands),DEFCON_Level,ID
7,1,0.07,1,15,24,0.316446402,361.46,1,994400,3,9345
7,1,0.1,2,20,84,0.450073421,347.68,1,809600,2,8957
9,0,0.32,3,24,84,0.611600587,354.04,1,853600,2,6733
8,0,0.35,2,5,13,0.295888399,339.2,1,1117600,4,5724
11,0,0.73,2,3,9,0.386930984,337.08,1,1082400,3,5761
7,0,0.21,2,24,48,0.413362702,360.4,1,809600,2,6959
8,0,0.29,2,1,22,0.42804699,364.64,1,836000,2,8569
9,1,0.49,3,11,39,0.533773862,350.86,1,1029600,4,306
7,1,0.03,3,14,31,0.486784141,379.48,1,836000,3,210
11,0,0.5,3,5,14,0.52349486,345.56,1,994400,3,5492
9,0,0.31,3,19,95,0.670337739,354.04,1,827200,3,6955
10,1,0.07,2,6,9,0.340675477,337.08,1,853600,2,7816
7,0,0.28,2,31,45,0.589574156,368.88,1,818400,3,6397
8,1,0.1,3,12,108,0.497797357,331.78,1,844800,2,5567
8,1,0.17,2,6,19,0.534508076,342.38,1,827200,2,1562
6,0,0.25,2,4,44,0.500734214,354.04,1,809600,3,10221
12,0,0.55,2,22,47,0.787812041,334.96,1,836000,2,3467
6,1,0.1,2,39,89,0.256975037,358.28,1,968000,3,1938
9,1,0.26,2,16,58,0.502936858,310.58,2,827200,2,8775
12,0,0.52,2,15,40,0.707048458,329.66,1,959200,3,9824
10,1,0.23,3,30,152,0.582232012,342.38,1,827200,2,986
10,1,0.32,3,15,39,0.579295154,342.38,2,924000,3,7864
7,0,0.36,6,9,26,0.300293686,371,1,1012000,3,9981
7,1,0.08,3,15,24,0.479441997,382.66,1,968000,3,12411
7,1,0.08,4,26,126,0.530837004,354.04,1,827200,2,5181
10,1,0.45,2,6,13,0.424375918,338.14,1,836000,3,1331
8,1,0.05,2,6,10,0.486784141,356.16,1,836000,4,8415
12,1,0.53,3,35,145,0.699706314,342.38,1,959200,2,5085
8,1,0.08,2,16,44,0.508810573,334.96,1,818400,1,6083
8,0,0.33,2,4,15,0.437591777,364.64,1,836000,2,12287
7,1,0.09,2,10,27,0.494126285,367.82,1,800800,3,3360
10,0,0.47,2,9,28,0.529368576,337.08,1,906400,2,7764
8,1,0.29,4,16,101,0.490455213,343.44,1,809600,2,11299
12,0,0.49,3,26,55,0.773127753,334.96,1,836000,2,7613
9,0,0.53,2,15,49,0.494126285,356.16,1,994400,3,5902
7,1,0.16,2,15,50,0.42804699,374.18,1,959200,3,11356
8,0,0.2,2,13,44,0.494126285,340.26,1,853600,4,4535
8,0,0.49,4,25,104,0.57195301,352.98,1,924000,2,3966
7,1,0.02,2,5,20,0.43979442,355.1,0,880000,3,7493
10,1,0.1,2,9,48,0.662995595,332.84,1,915200,3,6310
6,1,0.09,4,4,9,0.494126285,377.36,1,976800,1,1677
8,0,0.32,3,26,58,0.446402349,357.22,0,1038400,4,8494
7,0,0.21,2,46,73,0.479441997,356.16,1,836000,2,571
7,0,0.33,3,21,80,0.468428781,359.34,1,985600,2,631
12,1,0.71,2,6,37,0.721732746,321.18,1,862400,3,1530
7,0,0.33,7,37.5,82,0.599853157,365.7,1,836000,2,9310
7,1,0.26,5,12,78,0.459618209,334.96,0,809600,2,10675
8,1,0.32,2,13,81,0.42804699,348.74,1,827200,3,9960
7,1,0,2,32,54,0.355359765,373.12,1,941600,3,6097
9,1,0.12,2,25,89,0.599118943,359.34,1,827200,2,4566
9,1,0.31,2,11,21,0.504405286,338.14,1,941600,2,11463
8,0,0.29,2,29,51,0.483847283,379.48,1,950400,2,1565
12,0,0.49,2,5,18,0.626284875,325.42,1,959200,3,7329
9,0,0.45,1,9,22,0.347283407,347.68,1,1038400,3,6217
7,0,0.24,2,18,24,0.302496329,358.28,1,1108800,3,12467
9,1,0,3,11,31,0.640969163,352.98,1,853600,2,2417
9,0,0.3,3,35,55,0.5969163,333.9,1,809600,3,3430
8,0,0.3,2,8,25,0.461820852,348.74,1,853600,3,1033
12,0,0.54,3,28,43,0.685022026,328.6,1,1073600,3,11587
8,0,0.23,2,28,53,0.435389134,358.28,1,871200,2,8019
9,1,0.05,2,14,56,0.552863436,340.26,1,880000,3,8254
9,0,0.42,2,8,23,0.574889868,330.72,1,827200,3,510
8,1,0.21,2,4,16,0.52349486,375.24,1,880000,3,4159
10,1,0.34,3,29,99,0.648311307,337.08,1,809600,2,1194
9,0,0.24,3,14,28,0.464757709,352.98,1,924000,4,5071
11,0,0.56,2,30,70,0.533773862,331.78,1,844800,2,5722
9,0,0.29,3,29,58,0.552863436,321.18,0,880000,4,1805
9,0,0.4,2,6,11,0.373715125,349.8,1,968000,3,1088
8,1,0.21,2,33,67,0.420704846,339.2,0,862400,1,5095
6,0,0.14,2,15,25,0.285609398,381.6,1,1012000,2,6882
9,0,0.41,6,3,10,0.425110132,331.78,1,1064800,3,11923
9,0,0.51,2,6,18,0.545521292,333.9,1,836000,2,8840
10,0,0.33,3,10,28,0.535242291,333.9,1,924000,2,11072
8,1,0.2,2,27,105,0.457415565,349.8,1,871200,2,4677
10,1,0.19,3,17,47,0.758443465,363.58,1,1012000,3,6787
9,0,0.51,2,16,29,0.353157122,341.32,1,994400,4,3270
9,0,0.36,3,23,127,0.611600587,348.74,1,827200,2,9372
7,0,0.32,2,15,36,0.339941263,354.04,1,994400,3,1188
6,1,0.09,4,5,14,0.524229075,377.36,1,968000,2,3494
8,0,0.56,3,10,43,0.47650514,344.5,1,1029600,3,7878
9,1,0.12,3,11,35,0.646842878,352.98,1,853600,3,8849
7,0,0.18,3,12,34,0.453010279,343.44,0,836000,3,9629
15,0,0.49,4,10,24,0.964023495,320.12,1,976800,3,6309
9,1,0,2,5,14,0.417767988,351.92,1,1056000,2,11883
11,0,0.66,2,6,18,0.5969163,350.86,1,906400,2,9472
6,1,0.13,2,15,20,0.285609398,371,1,985600,1,11969
8,0,0.59,2,22,149,0.450073421,346.62,1,950400,2,10203
13,1,0.63,3,7,60,0.737885463,340.26,1,915200,2,5646
7,0,0.32,2,4,8,0.302496329,342.38,1,1100000,4,5159
8,1,0.05,2,15,27,0.257709251,361.46,1,1108800,3,2875
9,1,0.68,2,12,88,0.567547724,345.56,1,853600,3,2436
11,0,0.56,2,5,21,0.582232012,343.44,1,880000,2,11012
8,1,0.13,2,7,23,0.332599119,328.6,0,818400,2,10598
9,0,0.31,3,13,25,0.339941263,345.56,1,1232000,3,11096
8,0,0.44,2,6,15,0.24743025,333.9,1,1029600,5,175
13,0,0.49,2,8,32,0.787812041,315.88,1,792000,3,10159
8,0,0.42,2,11,27,0.450073421,336.02,1,968000,5,4286
7,0,0.3,2,36,67,0.37958884,354.04,1,968000,5,2789
7,1,0,4,25,33,0.300293686,358.28,1,985600,3,476
8,1,0.19,2,23,119,0.479441997,340.26,1,862400,2,6594
7,0,0.3,2,35,58,0.503671072,361.46,0,809600,2,5534
7,0,0.3,3,31,119,0.514684288,356.16,1,818400,2,6539
10,0,0.46,2,26,42,0.435389134,332.84,1,959200,4,5241
7,0,0.32,2,4,10,0.200440529,352.98,1,1126400,4,11004
8,1,0.7,2,13,96,0.530837004,334.96,1,800800,2,4652
10,1,0.23,2,6,31,0.5969163,338.14,1,932800,1,11404
9,0,0.37,2,36,51,0.447870778,351.92,1,985600,4,4925
7,0,0.33,7,28,45,0.538179148,366.76,1,818400,3,2670
8,0,0.41,2,24,48,0.382525698,354.04,1,1091200,4,1044
6,1,0.28,2,16,86,0.248898678,366.76,0,1047200,2,11516
6,1,0,2,9,18,0.33773862,354.04,1,950400,3,4864
12,0,0.63,2,6,24,0.709985316,321.18,1,818400,3,5031
8,0,0.3,2,20,53,0.437591777,343.44,1,968000,3,10097
8,0,0.33,2,15,37,0.256240822,347.68,1,1012000,2,2802
8,0,0.34,2,16,47,0.437591777,358.28,1,994400,3,9970
10,1,0.31,2,35,52,0.685022026,358.28,1,924000,2,7739
9,0,0.38,3,10,27,0.552863436,350.86,0,792000,2,10616
6,0,0.37,1,13,87,0.171071953,352.98,1,1135200,3,9255
7,1,0,2,12,30,0.340675477,351.92,1,968000,3,1426
6,0,0.48,2,6,14,0.309104258,377.36,1,1100000,3,6644
8,1,0.27,3,5,35,0.545521292,364.64,1,1064800,1,5578
6,1,0.15,2,6,19,0.182819383,352.98,1,1126400,2,1752
7,1,0.05,2,13,85,0.54185022,372.06,1,862400,2,9388
9,1,0.11,2,9,39,0.552863436,343.44,1,932800,2,9518
5,1,0.24,2,32,141,0.009544787,375.24,1,1232000,4,3461
8,0,0.44,3,16,44,0.573421439,363.58,1,1064800,3,1006
7,0,0.12,2,16,49,0.395007342,348.74,1,880000,2,10881
8,1,0.1,3,4,20,0.622613803,357.22,0,871200,2,9332
13,0,0.75,3,6,47,0.670337739,319.06,0,968000,4,7964
11,0,0.74,3,12,19,0.626284875,330.72,1,924000,3,9084
7,1,0.12,2,15,80,0.414831131,355.1,1,888800,2,8220
8,1,0.13,2,7,24,0.464757709,362.52,1,924000,3,7956
11,1,0.3,2,15,23,0.515418502,332.84,1,950400,4,5043
11,0,0.44,2,14,25,0.626284875,323.3,1,809600,2,9992
7,1,0.02,2,17,42,0.494126285,357.22,1,827200,2,6476
7,0,0.24,2,18,45,0.406020558,361.46,1,915200,2,10416
8,0,0.48,4,3,10,0.204845815,348.74,1,1135200,1,4224
7,0,0.42,6,23,92,0.599853157,374.18,1,924000,2,10149
8,1,0.16,2,3,11,0.52349486,362.52,0,880000,2,9286
8,0,0.44,2,6,9,0.420704846,346.62,1,968000,3,5191
8,1,0.21,2,21,114,0.361967695,345.56,1,985600,3,6942
9,0,0.45,2,21,55,0.381057269,340.26,1,959200,4,1225
8,0,0.2,2,22,71,0.494126285,338.14,1,862400,1,7487
8,1,0.03,4,5,18,0.649779736,381.6,1,827200,2,363
12,0,0.54,2,28,47,0.72907489,328.6,1,809600,3,1526
8,1,0.21,2,32,119,0.42804699,346.62,1,818400,3,3457
8,0,0.44,3,12,43,0.47650514,355.1,1,1038400,4,8276
9,0,0.65,7,3,9,0.919970631,368.88,1,1029600,2,958
8,1,0.2,3,16,37,0.464023495,340.26,1,836000,2,6479
7,1,0.09,6,10,27,0.497063142,373.12,1,968000,1,3994
10,1,0.34,2,21,59,0.508810573,332.84,1,818400,2,11652
7,1,0.03,2,32,64,0.545521292,374.18,1,871200,2,3616
10,1,0.11,3,11,31,0.758443465,332.84,1,827200,3,6348
6,1,0.66,2,15,37,0.21071953,357.22,1,1091200,3,1040
7,1,0.03,2,36,46,0.364904552,363.58,0,906400,2,7327
13,0,0.58,3,19,35,0.699706314,323.3,1,950400,2,4156
12,0,0.63,2,12,27,0.534508076,329.66,1,897600,3,4578
7,1,0.06,1,4,8,0.435389134,372.06,0,915200,2,11781
7,1,0.08,2,22,60,0.497797357,350.86,1,862400,3,6165
7,1,0.02,2,35,63,0.298825257,352.98,1,1038400,3,2052
8,1,0.24,2,16,51,0.589574156,365.7,1,792000,2,881
6,1,0,2,17,24,0.273127753,380.54,1,985600,1,209
6,1,0.09,4,27,126,0.524229075,362.52,1,827200,2,241
9,0,0.38,2,20,133,0.599118943,361.46,1,827200,2,5634
10,0,0.23,2,6,16,0.40969163,332.84,1,968000,1,11822
5,1,0.24,2,16,65,0.171071953,392.2,1,1012000,4,5830
7,1,0.04,2,24,90,0.450073421,351.92,0,836000,1,11119
7,1,0.26,5,51,60,0.508810573,359.34,0,809600,2,11415
7,1,0.3,6,7,62,0.5969163,374.18,1,888800,2,6230
9,0,0.45,2,19,55,0.360499266,359.34,1,950400,3,2724
10,0,0.44,2,6,10,0.424375918,332.84,0,985600,4,1732
9,0,0.23,3,35,119,0.5969163,341.32,0,827200,2,5448
9,0,0.42,3,26,58,0.569016153,341.32,1,827200,3,12294
7,1,0.16,2,15,34,0.530837004,360.4,1,809600,3,8667
8,0,0.1,2,12,49,0.435389134,359.34,1,862400,3,11912
9,0,0.51,2,15,40,0.604258443,359.34,1,880000,3,6673
10,0,0.43,2,11,37,0.529368576,334.96,1,906400,3,6894
7,1,0,3,8,11,0.483113069,355.1,1,880000,4,1132
10,1,0.24,2,6,18,0.530837004,342.38,0,792000,3,340
10,1,0.39,2,26,77,0.670337739,366.76,1,800800,3,8160
11,0,0.54,2,5,16,0.626284875,336.02,1,739200,2,6549
6,1,0.03,2,14,88,0.266519824,384.78,1,1100000,3,10822
9,0,0.23,3,28,90,0.604258443,334.96,1,809600,2,3276
12,0,0.55,2,5,24,0.582232012,327.54,1,888800,2,302
6,0,0.78,14,6,113,0.414831131,351.92,1,818400,3,4725
8,1,0.06,2,14,59,0.457415565,357.22,1,862400,2,4303
9,0,0.4,2,6,16,0.479441997,350.86,1,836000,3,3340
10,0,0.41,1,11,61,0.444933921,318,1,915200,4,4692
7,0,0.04,2,18,27,0.316446402,355.1,1,1108800,4,9617
6,1,0.13,4,16,61,0.3979442,379.48,1,1082400,3,5552
8,0,0.41,2,38,145,0.04185022,348.74,1,1193866.667,3,10814
7,0,0.01,2,15,26,0.376651982,359.34,0,836000,2,6706
10,0,0.4,1,6,12,0.254772394,305.28,1,1073600,4,4055
10,0,0.5,4,5,17,0.655653451,342.38,1,1012000,2,10164
9,0,0.52,3,9,21,0.530837004,342.38,1,1064800,4,6205
7,1,0,2,4,8,0.423641703,361.46,1,959200,2,2942
9,0,0.3,2,20,136,0.611600587,358.28,1,827200,2,4563
8,0,0.32,2,7,17,0.437591777,359.34,1,968000,3,7815
11,0,0.68,2,6,21,0.736417034,327.54,0,836000,2,310
10,0,0.52,2,13,32,0.406020558,336.02,1,1126400,4,11942
10,1,0.42,2,5,25,0.530837004,352.98,1,959200,2,12360
7,1,0.03,2,27,99,0.457415565,352.98,1,836000,2,3861
6,1,0.11,2,25,32,0.375917768,367.82,1,994400,4,10256
11,0,0.42,3,19,47,0.52349486,336.02,1,924000,2,8189
6,1,0.05,2,9,19,0.398678414,368.88,1,959200,3,826
9,0,0.4,2,10,26,0.353157122,354.04,1,1029600,3,1783
8,0,0.35,3,21,98,0.479441997,351.92,1,862400,2,1178
10,0,0.52,2,10,21,0.384728341,341.32,1,1038400,4,5502
8,0,0.44,3,8,19,0.388399413,351.92,1,1038400,3,11369
7,1,0.08,4,10,27,0.240088106,362.52,0,1108800,3,4325
10,0,0.52,2,14,32,0.368575624,355.1,1,994400,3,10969
6,1,0.1,2,13,27,0.46989721,377.36,1,968000,2,11892
8,0,0.23,2,5,14,0.363436123,340.26,0,836000,1,4076
7,1,0.08,2,8,22,0.414831131,360.4,0,906400,2,4667
9,1,0.05,3,8,46,0.611600587,338.14,1,924000,3,4408
5,1,0,2,15,39,0.320851689,413.4,1,1029600,3,1427
7,1,0,2,7,20,0.435389134,363.58,1,941600,2,5886
6,0,0.08,1,15,28,0.156387665,365.7,1,1135200,5,10885
8,1,0.03,4,17,94,0.683553598,350.86,0,836000,2,10833
8,0,0.3,2,8,44,0.530837004,361.46,1,818400,3,10939
7,0,0.64,2,27,59,0.156387665,354.04,0,1082400,5,2707
8,1,0.18,2,17,94,0.398678414,351.92,1,862400,3,11256
7,1,0.01,2,20,40,0.380323054,360.4,1,968000,2,9147
8,0,0.57,1,5,17,0.392804699,322.24,1,950400,4,8711
10,1,0.25,2,12,49,0.5969163,327.54,1,915200,3,6874
5,1,0.08,1,16,24,0.009544787,425.06,1,1196800,5,2555
8,1,0.2,2,15,60,0.442731278,348.74,1,862400,2,625
6,1,0.01,2,9,22,0.52349486,366.76,1,827200,2,3355
7,1,0.01,2,40,59,0.406020558,374.18,0,1003200,3,7044
7,1,0.07,2,15,93,0.42804699,349.8,1,836000,3,854
10,0,0.66,6,6,19,0.508810573,333.9,1,1056000,4,8689
7,1,0.08,4,11,18,0.497063142,359.34,1,809600,3,8062
8,1,0.03,2,10,39,0.446402349,360.4,1,871200,3,6943
8,0,0.44,3,7,11,0.602790015,349.8,1,932800,2,12305
9,0,0.52,2,18,44,0.501468429,354.04,1,915200,3,2874
8,1,0.09,2,11,108,0.444933921,329.66,1,818400,2,12243
7,1,0,2,13,38,0.490455213,364.64,1,809600,2,239
7,1,0.01,2,9,23,0.417033774,355.1,1,853600,3,4083
10,0,0.5,2,6,20,0.563142438,337.08,1,880000,2,10585
9,0,0.53,2,9,26,0.574889868,347.68,1,950400,2,962
8,1,0.02,2,10,31,0.361967695,368.88,1,1029600,4,9546
8,0,0.53,2,19,85,0.376651982,346.62,1,976800,3,3469
8,1,0.02,3,15,24,0.552863436,358.28,0,897600,4,6084
8,1,0.23,2,17,108,0.450073421,349.8,1,871200,2,5782
9,0,0.37,2,43,80,0.52349486,358.28,1,976800,3,11590
8,1,0.08,2,10,41,0.446402349,345.56,0,880000,2,9902
8,1,0.22,2,18,91,0.508810573,332.84,1,818400,2,4326
8,1,0,2,6,12,0.412628488,356.16,1,959200,1,5657
8,1,0.03,2,7,32,0.485315712,359.34,1,862400,2,8541
11,1,0.67,2,12,47,0.538179148,333.9,1,862400,3,7034
7,1,0.26,2,23,54,0.589574156,372.06,1,836000,3,12087
8,1,0.21,2,5,13,0.457415565,375.24,1,950400,3,10396
9,0,0.34,2,13,36,0.542584435,350.86,1,818400,3,8923
7,1,0,2,4,9,0.441262849,362.52,1,836000,2,1140
7,1,0.08,4,4,9,0.495594714,355.1,1,880000,3,6430
7,0,0.47,3,22,54,0.468428781,369.94,1,827200,3,7611
5,0,0.04,2,9,28,0.413362702,396.44,1,959200,2,8504
11,0,0.44,3,6,19,0.703377386,341.32,1,941600,3,4520
16,1,0.49,6,5,14,0.86123348,309.52,0,950400,2,10285
5,1,0,2,16,46,0.107929515,375.24,1,1232000,3,10381
7,1,0.01,2,9,23,0.347283407,359.34,0,880000,2,11615
8,0,0.51,3,13,32,0.530837004,356.16,1,1064800,4,2071
8,1,0.02,2,13,31,0.363436123,372.06,1,915200,4,6803
7,1,0.08,3,10,19,0.375183554,363.58,1,994400,3,5767
7,0,0.24,2,18,29,0.494126285,364.64,1,871200,3,11060
10,0,0.39,2,3,13,0.685022026,346.62,1,880000,5,2710
7,1,0.12,2,4,25,0.438325991,358.28,0,906400,2,10744
8,1,0.23,2,33,89,0.298825257,359.34,1,1003200,3,8063
9,0,0.31,3,13,23,0.339941263,349.8,1,1108800,4,9732
8,0,0.46,4,3,9,0.53671072,349.8,1,968000,3,9304
5,0,0.27,2,14,24,0.284875184,371,1,968000,3,1324
9,0,0.45,2,9,24,0.545521292,346.62,1,836000,3,12270
8,1,0.2,2,15,77,0.508810573,339.2,1,862400,2,1130
7,1,0.04,2,5,31,0.442731278,354.04,1,827200,2,1949
6,0,0.25,3,3,15,0.406020558,356.16,0,924000,3,1077
6,0,0,2,15,33,0.209251101,373.12,1,1100000,2,10335
10,1,0.07,2,8,28,0.515418502,343.44,1,880000,3,7096
8,1,0,2,6,12,0.36784141,375.24,1,1029600,1,7650
9,1,0.17,2,13,28,0.284140969,340.26,1,1108800,3,8951
10,0,0.64,3,12,19,0.350220264,328.6,1,1108800,4,10931
11,0,0.49,3,20,70,0.582232012,336.02,1,844800,1,1871
10,1,0.64,3,6,13,0.552863436,333.9,1,968000,2,8810
8,1,0.16,3,29,139,0.582966226,343.44,1,836000,2,9348
8,0,0.17,3,21,44,0.552863436,374.18,1,968000,1,8554
8,1,0.25,2,14,63,0.486784141,349.8,1,818400,2,6707
8,1,0,2,6,12,0.412628488,358.28,0,897600,2,11076
8,0,0.34,2,16,47,0.430983847,358.28,1,985600,4,7914
8,0,0.37,2,36,67,0.294419971,342.38,1,1038400,3,9867
9,1,0.22,2,9,31,0.593245228,346.62,1,880000,2,12471
11,0,0.48,2,5,15,0.582232012,349.8,1,924000,2,314
8,1,0,2,6,12,0.464757709,374.18,0,1126400,3,7522
8,0,0.26,2,23,49,0.361967695,341.32,0,985600,4,9795
8,0,0.31,2,4,28,0.553597651,360.4,1,792000,3,5952
8,0,0.26,2,10,33,0.248898678,334.96,1,1108800,3,6270
7,0,0.11,2,16,65,0.4030837,347.68,1,809600,2,103
7,0,0.26,9,72,278,0.347283407,346.62,0,1012000,3,5754
7,1,0.09,2,24,47,0.442731278,361.46,1,994400,3,8292
9,1,0.34,1,5,15,0.640969163,358.28,1,924000,3,12138
7,1,0.04,2,16,42,0.464757709,360.4,1,836000,1,9390
9,0,0.36,2,6,10,0.482378855,342.38,1,932800,4,4191
5,0,0,2,16,78,0.107929515,375.24,1,1196800,4,9664
7,1,0.31,2,16,72,0.47650514,344.5,1,818400,1,2936
10,1,0.48,2,14,37,0.457415565,342.38,1,1091200,4,2926
9,1,0.51,2,12,37,0.486784141,350.86,1,800800,3,4256
8,0,0.57,1,16,25,0.350220264,322.24,1,994400,4,12497
10,1,0.34,2,12,28,0.419236417,305.28,1,827200,2,12358
6,1,0.15,2,20,25,0.285609398,359.34,1,985600,3,8053
12,0,0.64,2,3,6,0.589574156,340.26,1,897600,3,10576
11,0,0.53,3,17,39,0.52349486,347.68,1,1064800,3,12405
7,1,0,2,15,33,0.491189427,364.64,1,836000,2,1818
8,0,0.33,2,15,53,0.450073421,360.4,1,968000,3,1365
8,1,0.21,2,32,119,0.410425844,345.56,0,871200,2,1245
8,1,0.06,2,5,14,0.457415565,351.92,1,915200,3,2328
7,1,0,2,10,20,0.461820852,374.18,1,1012000,4,10865
7,1,0.06,1,4,9,0.461820852,345.56,1,880000,3,7391
7,0,0.18,2,12,25,0.316446402,351.92,1,1108800,3,11803
8,0,0.32,2,24,58,0.574889868,354.04,1,941600,4,10897
8,1,0,2,30,46,0.364904552,361.46,0,844800,2,11184
7,1,0.01,2,8,15,0.172540382,371,1,1126400,4,6608
6,1,0.1,3,4,25,0.317914831,381.6,1,1064800,2,4625
10,0,0.46,2,5,12,0.411894273,341.32,1,1020800,4,2964
5,0,0.27,2,5,19,0.188693098,366.76,1,1144000,3,11718
6,1,0.15,2,8,49,0.532305433,372.06,1,862400,2,10042
8,1,0.4,2,5,18,0.582232012,345.56,1,880000,2,6789
6,0,0.03,2,15,28,0.389867841,381.6,1,976800,1,10719
6,0,0.32,2,15,28,0.276798825,365.7,1,1003200,3,4619
8,0,0.17,2,3,9,0.486784141,340.26,1,862400,4,9988
9,1,0.49,3,11,46,0.714390602,350.86,1,932800,3,1126
8,0,0.12,2,10,48,0.453744493,348.74,1,818400,2,3286
7,1,0,3,7,17,0.538179148,360.4,1,792000,2,2229
8,0,0.49,2,16,25,0.47650514,365.7,1,888800,3,3018
10,0,0.58,4,9,25,0.626284875,348.74,1,836000,2,5528
9,0,0.35,2,53,74,0.450073421,367.82,1,1056000,4,2072
8,1,0.29,2,11,79,0.543318649,343.44,1,836000,3,9289
9,1,0.28,2,5,77,0.552863436,348.74,1,862400,2,2661
9,1,0.24,3,28,65,0.640969163,328.6,1,871200,2,5913
8,0,0.43,2,12,24,0.486784141,365.7,1,915200,2,6730
11,1,0.55,2,24,91,0.707048458,336.02,1,809600,2,8939
7,1,0.13,2,15,29,0.455212922,365.7,1,1012000,4,4751
7,1,0.08,3,13,65,0.542584435,374.18,1,862400,2,216
9,0,0.24,3,29,58,0.514684288,333.9,1,888800,1,623
8,1,0.06,2,10,22,0.457415565,351.92,1,959200,3,7454
7,1,0.2,2,15,34,0.52349486,365.7,1,792000,3,12110
8,0,0.39,2,12,37,0.317180617,346.62,1,1135200,3,3689
7,0,0.32,2,15,96,0.501468429,347.68,1,818400,2,10471
10,0,0.54,2,5,14,0.478707783,336.02,1,1029600,4,12143
10,0,0.35,2,6,10,0.438325991,338.14,1,827200,2,7609
10,0,0.47,2,9,34,0.384728341,339.2,1,1029600,3,8475
7,1,0,3,15,39,0.456681351,366.76,1,950400,3,1037
5,0,0,2,3,10,0.244493392,396.44,1,1126400,3,6387
12,0,0.54,3,25,71,0.746696035,345.56,1,836000,2,6855
8,1,0.35,3,28,52,0.485315712,352.98,1,941600,2,11679
8,0,0.3,2,8,17,0.52349486,360.4,1,1064800,3,1121
9,0,0.37,2,23,78,0.633627019,345.56,1,827200,2,10697
5,0,0.26,2,21,56,0.193098385,390.08,1,1100000,3,12084
6,0,0,2,18,94,0.317914831,379.48,1,871200,2,11688
10,1,0.31,3,35,151,0.626284875,361.46,1,880000,2,10513
8,0,0.68,6,9,28,0.532305433,358.28,1,1020800,3,10794
11,0,0.45,6,21,70,0.569016153,328.6,1,844800,1,4898
7,1,0.08,4,5,13,0.407488987,352.98,0,959200,2,4184
7,1,0,2,34,54,0.355359765,373.12,1,985600,3,7804
8,0,0.31,2,8,25,0.396475771,343.44,1,968000,4,921
8,0,0.6,2,16,43,0.519089574,324.36,1,827200,2,3916
8,0,0.12,2,6,12,0.435389134,340.26,1,853600,4,11444
12,0,0.4,2,14,52,0.707048458,322.24,1,809600,2,2386
8,0,0.53,2,6,20,0.439060206,324.36,1,827200,2,8532
7,1,0.18,2,7,25,0.444199706,326.48,0,871200,2,794
9,0,0.44,2,6,15,0.574889868,346.62,1,880000,2,12369
11,0,0.42,2,27,42,0.489720999,337.08,1,959200,4,329
6,1,0.08,2,19,32,0.290014684,381.6,1,985600,2,3459
8,1,0.06,3,3,11,0.503671072,360.4,0,994400,2,6209
10,0,0.47,2,9,24,0.384728341,345.56,1,1029600,3,47
12,0,0.49,3,5,18,0.751101322,334.96,1,880000,2,3625
8,0,0.6,2,14,28,0.350220264,327.54,1,976800,5,8278
8,1,0.14,2,11,54,0.604258443,363.58,1,809600,3,2348
8,1,0.07,1,22,56,0.398678414,334.96,1,853600,2,6411
8,1,0.22,2,11,40,0.538179148,354.04,1,827200,2,63
6,1,0,2,8,12,0.52349486,373.12,1,924000,1,4122
7,1,0.14,2,10,29,0.464757709,368.88,0,968000,2,10077
12,0,0.52,2,10,37,0.72907489,333.9,1,792000,3,3170
8,1,0.15,3,6,31,0.626284875,363.58,1,968000,1,11499
7,1,0.07,2,17,36,0.464757709,364.64,1,1012000,3,4135
6,1,0.06,1,29,30,0.398678414,373.12,1,836000,2,1416
7,1,0.02,4,5,13,0.538179148,367.82,1,836000,2,10689
11,0,0.39,3,3,13,0.552863436,349.8,1,994400,4,534
7,1,0.33,3,9,24,0.398678414,362.52,1,1038400,3,6976
11,0,0.58,3,10,22,0.494126285,337.08,1,1064800,3,300
8,0,0.4,2,7,20,0.33113069,351.92,1,1100000,4,11094
7,1,0.04,2,19,106,0.361967695,345.56,1,888800,3,11219
8,1,0.24,3,14,104,0.683553598,350.86,1,897600,2,4011
8,0,0.34,2,16,144,0.494126285,342.38,1,836000,2,3545
8,1,0.02,2,17,30,0.464757709,352.98,0,906400,4,3942
8,0,0.42,2,9,21,0.582232012,345.56,1,924000,2,16
7,0,0.02,1,28,38,0.432452276,355.1,1,941600,3,10380
5,0,0,2,32,55,0.110132159,375.24,1,1193866.667,3,11642
8,1,0.36,2,28,79,0.410425844,356.16,1,827200,2,7064
12,0,0.53,2,12,24,0.420704846,337.08,1,1126400,4,1222
8,0,0.38,2,12,37,0.479441997,360.4,1,1064800,2,6685
5,0,0,2,27,94,0.149045521,393.26,1,1020800,4,11991
6,0,0,2,18,88,0.253303965,384.78,1,1064800,2,5539
8,1,0.03,2,14,27,0.479441997,352.98,1,800800,2,9221
7,0,0.21,2,20,65,0.406020558,364.64,1,932800,3,9739
7,1,0.07,2,15,26,0.479441997,382.66,1,862400,1,4603
11,0,0.45,2,6,27,0.736417034,311.64,0,792000,2,1163
8,1,0.2,1,15,60,0.46328928,349.8,1,897600,2,11387
8,0,0.23,2,5,12,0.450073421,359.34,0,1020800,2,7710
9,0,0.28,3,18,95,0.604258443,350.86,1,853600,2,4600
8,1,0.22,2,10,29,0.508810573,347.68,1,809600,2,3178
